aka	0.001822
akc	0.000911
ake	0.012754
akf	0.000456
akh	0.002278
aki	0.016398
akk	0.005011
akl	0.000911
akn	0.000456
ako	0.001822
aks	0.0041
aku	0.000911
akv	0.000456
akè	0.000911
aké	0.002278
ala	0.72517
alb	0.067415
alc	0.165805
ald	0.020042
ale	1.166558
alf	0.047373
alg	0.065593
alh	0.008199
ali	2.331293
alk	0.010932
all	0.753411
alm	0.113422
aln	0.003189
alo	0.483295
alp	0.117977
alq	0.066049
als	0.096112
alt	0.204523
alu	0.246886
alv	0.081536
alw	0.000911
aly	0.117066
alz	0.005011
alâ	0.036896
alè	0.042818
alé	0.108411
alê	0.000911
alî	0.001367
alû	0.005466
ama	0.454598
amb	0.470996
amc	0.000456
amd	0.000456
ame	0.440932
amh	0.000911
ami	0.535223
amm	0.161706
amn	0.082903
amo	0.338898
amp	0.404947
ams	0.008655
amu	0.047828
amw	0.000911
amy	0.008199
amâ	0.021864
amè	0.038718
amé	0.153506
ana	0.513814
anb	0.000456
anc	1.242628
and	0.945636
ane	0.368051
anf	0.036441
ang	0.843147
anh	0.008655
ani	0.948825
anj	0.001367
ank	0.022775
anl	0.04965
anm	0.000911
ann	0.395837
ano	0.336165
anq	0.138475
anr	0.000911
ans	0.8641
ant	6.705543
anu	0.13392
anv	0.006377
anx	0.002733
any	0.001367
anz	0.005922
anâ	0.028697
anç	0.171271
anè	0.015487
ané	0.140752
anî	0.001367
aob	0.000911
aod	0.000456
aol	0.002278
aon	0.010477
aor	0.0041
aos	0.002733
aot	0.009566
aou	0.051017
aoy	0.002733
aoï	0.005011
aoû	0.005011
apa	0.239598
ape	0.259184
aph	0.550254
api	0.488761
apl	0.066049
apn	0.002278
apo	0.332977
app	1.145149
apr	0.032341
aps	0.06286
apt	0.186303
apu	0.083358
apy	0.0041
apâ	0.012299
apè	0.005922
apé	0.061949
apî	0.0041
apô	0.000911
apü	0.000456
aqi	0.001822
aqu	0.675064
ara	0.921038
arb	0.37124
arc	0.507892
ard	1.277246
are	0.38946
arf	0.088369
arg	0.469629
arh	0.001822
ari	1.242628
arj	0.020953
ark	0.008199
arl	0.115244
arm	0.325689
arn	0.263284
aro	0.256451
arp	0.148496
arq	0.223655
arr	0.872299
ars	0.082903
art	0.789396
aru	0.049195
arv	0.029153
arw	0.0041
arx	0.016854
ary	0.041451
arz	0.002733
arâ	0.020498
arç	0.033708
arè	0.016854
aré	0.097934
arê	0.002733
arî	0.001367
arô	0.000911
arû	0.008199
asa	0.183114
asb	0.0041
asc	0.172638
ase	0.298358
asg	0.001822
ash	0.023231
asi	0.257818
ask	0.005011
asm	0.067415
aso	0.070148
asp	0.189947
asq	0.082447
ass	11.754856
ast	0.60036
asu	0.009566
asy	0.012754
asâ	0.025964
asè	0.008655
asé	0.050561
ata	0.51017
atc	0.038718
ate	0.9716
ath	0.13392
ati	3.069673
atl	0.006377
atm	0.002733
atn	0.000456
ato	0.36714
atr	0.596261
ats	0.092013
att	0.878676
atu	0.324778
aty	0.006377
atz	0.000456
atâ	0.038718
atè	0.02232
até	0.220922
atî	0.01321
aub	0.08518
auc	0.252352
aud	0.469174
auf	0.199057
aug	0.158517
auh	0.000456
auj	0.000911
aul	0.112055
aum	0.162161
aun	0.068782
aup	0.058305
auq	0.018676
aur	0.184481
aus	0.350742
aut	0.580318
auu	0.000456
auv	0.12982
auw	0.000456
aux	0.500148
auz	0.001367
auç	0.007744
ava	0.62678
ave	0.477373
avi	0.442299
avl	0.000456
avo	0.255996
avr	0.02642
avu	0.011843
avâ	0.027331
avè	0.011388
avé	0.077436
avî	0.002733
awa	0.003644
awb	0.000456
awc	0.000456
awi	0.000911
awk	0.000911
awl	0.001822
awn	0.000456
awr	0.000456
aws	0.000456
awu	0.000456
axa	0.04965
axe	0.06286
axh	0.000456
axi	0.103856
axo	0.01822
axw	0.000911
axâ	0.009566
axè	0.003189
axé	0.016854
aya	0.181748
aye	0.275127
ayi	0.031886
ayl	0.014121
aym	0.000456
ayn	0.000911
ayo	0.065593
ayr	0.000911
ays	0.034619
ayu	0.003644
ayâ	0.030064
ayè	0.013665
ayé	0.058305
aza	0.030975
aze	0.02642
azi	0.021864
azo	0.078803
azt	0.002278
azu	0.020498
azy	0.002733
azz	0.021864
azâ	0.002733
azè	0.000911
azé	0.021409
aça	0.125265
aço	0.056028
açu	0.000456
açâ	0.023231
aèd	0.003189
aèr	0.0041
aèt	0.000911
aél	0.005466
aér	0.045551
aîc	0.054661
aîm	0.000456
aîn	0.17036
aît	0.122076
aïa	0.003644
aïb	0.001822
aïc	0.016854
aïd	0.002278
aïe	0.02642
aïf	0.001822
aïg	0.001367
aïk	0.003644
aïl	0.002733
aïm	0.002278
aïn	0.010021
aïo	0.003189
aïq	0.02232
aïr	0.010021
aïs	0.023231
aït	0.005011
aïu	0.001367
aïv	0.003189
aïz	0.000456
aôi	0.002733
aüm	0.000456
aüt	0.000456
bab	0.032797
bac	0.055572
bad	0.079714
bae	0.000456
baf	0.042818
bag	0.092468
bah	0.021409
bai	0.242331
baj	0.002278
bak	0.002733
bal	0.513358
bam	0.024142
ban	0.355752
bao	0.001822
bap	0.047373
baq	0.0041
bar	0.616303
bas	0.308379
bat	0.359852
bau	0.166261
bav	0.066504
bay	0.017309
baz	0.01321
baï	0.005466
bba	0.010932
bbe	0.002733
bbi	0.0041
bbl	0.018676
bbo	0.002733
bbr	0.000456
bby	0.000911
bbé	0.000911
bca	0.000456
bco	0.002278
bcè	0.001822
bcé	0.001822
bda	0.001367
bdi	0.039629
bdo	0.008199
bdu	0.001367
bdè	0.000911
bdé	0.004555
bea	0.020498
bec	0.047373
bed	0.015032
bee	0.001822
bef	0.000911
beg	0.001822
beh	0.001367
bei	0.006377
bek	0.0041
bel	0.143941
bem	0.006377
ben	0.051017
ber	0.434555
bes	0.1075
bet	0.018676
beu	0.056028
bev	0.001367
bey	0.003644
bez	0.023231
bfe	0.000456
bfé	0.000456
bho	0.011388
bia	0.046917
bib	0.05375
bic	0.077892
bid	0.039174
bie	0.117977
bif	0.076981
big	0.078347
bih	0.001822
bij	0.005922
bik	0.000456
bil	0.706494
bim	0.010932
bin	0.197235
bio	0.069693
bip	0.012299
biq	0.033708
bir	0.040085
bis	0.249619
bit	0.307468
biu	0.003189
biv	0.019131
biz	0.008199
biè	0.00911
bié	0.006377
bja	0.001367
bje	0.055572
bjo	0.000911
bju	0.031886
bka	0.000911
bkh	0.000456
bki	0.000456
bla	0.473273
ble	1.141049
bli	0.410869
blo	0.200424
blu	0.021864
bly	0.002278
blâ	0.061949
blè	0.020953
blé	0.084269
blê	0.017765
blî	0.010932
bma	0.000911
bme	0.021409
bmi	0.000456
bna	0.000456
bnu	0.018676
bné	0.000911
boa	0.005922
bob	0.061949
boc	0.041451
bod	0.021409
boe	0.005011
bof	0.001367
bog	0.017309
boh	0.006833
boi	0.159884
bol	0.097479
bom	0.073792
bon	0.403581
boo	0.010021
bop	0.005922
boq	0.002278
bor	0.352108
bos	0.100212
bot	0.208623
bou	1.627532
bov	0.003644
bow	0.001367
box	0.024597
boy	0.053295
boé	0.001367
boë	0.000911
boî	0.030519
boï	0.005011
bra	0.708316
bre	0.378983
bri	0.587151
bro	0.538867
brr	0.000456
bru	0.252352
bry	0.007744
brâ	0.030975
brè	0.024142
bré	0.112055
brê	0.000456
brî	0.001367
brû	0.033708
bsc	0.025964
bse	0.052383
bsi	0.031886
bsl	0.000911
bso	0.047828
bst	0.179926
bsu	0.020042
bsw	0.000456
bsè	0.001822
bsé	0.027331
bte	0.027331
bti	0.034163
btr	0.001822
btu	0.025053
btî	0.001367
bua	0.037352
bub	0.001822
buc	0.040085
bud	0.040996
bue	0.055572
buf	0.005922
bug	0.007288
bui	0.014121
buk	0.000911
bul	0.154873
bum	0.007288
bun	0.005922
buo	0.0041
bup	0.000456
bur	0.091102
bus	0.135286
but	0.170816
buv	0.020042
bux	0.000456
buz	0.000911
buâ	0.006833
buè	0.002733
bué	0.014121
bve	0.041907
bvi	0.033252
bvî	0.002733
bye	0.002278
byl	0.007744
bym	0.000911
byr	0.0041
bys	0.010477
byt	0.009566
byx	0.000911
byz	0.005922
bâb	0.000911
bâc	0.063316
bâf	0.012299
bâi	0.062405
bâl	0.002733
bâm	0.019587
bât	0.177648
bèc	0.001822
bèg	0.001822
bèl	0.000456
bèn	0.002278
bèr	0.040085
bès	0.002278
bèt	0.003189
béa	0.015487
béb	0.005011
béc	0.025508
béd	0.004555
bée	0.063316
béf	0.003644
bég	0.055117
béh	0.001822
béi	0.035985
béj	0.000911
bék	0.000456
bél	0.010021
bém	0.002278
bén	0.058761
béo	0.008199
bép	0.002733
béq	0.024597
bér	0.145307
bés	0.024597
bét	0.032797
bév	0.001367
béz	0.000911
béâ	0.001367
béè	0.000456
béé	0.000456
béî	0.002733
bêc	0.003189
bêl	0.004555
bêt	0.034619
bîm	0.023231
bît	0.004555
bôm	0.000456
bûc	0.00911
bûm	0.000911
bût	0.001822
cab	0.207256
cac	0.138475
cad	0.282871
cae	0.005011
caf	0.052383
cag	0.081992
cah	0.027786
cai	0.250074
caj	0.01822
cak	0.000911
cal	0.80124
cam	0.238687
can	0.675519
cao	0.027786
cap	0.470996
caq	0.030975
car	0.938803
cas	0.392648
cat	0.561642
cau	0.196324
cav	0.144396
caw	0.000456
cay	0.002278
caz	0.000911
caï	0.010477
cba	0.000456
cca	0.129364
cce	0.070148
cch	0.019131
cci	0.076981
ccl	0.056939
cco	0.487394
ccr	0.139841
ccu	0.202701
ccy	0.001822
ccè	0.0041
ccé	0.061494
cdo	0.0041
cea	0.019587
ceb	0.001822
cec	0.001367
ced	0.000456
cef	0.000911
cei	0.048739
cel	0.382172
cem	0.045551
cen	0.674608
cep	0.145763
cer	0.752045
ces	0.5416
cet	0.058305
ceu	0.052839
cev	0.075614
cez	0.041907
ceâ	0.000911
cfa	0.000456
cfi	0.000456
cfu	0.000456
cha	2.698889
chb	0.000456
che	2.114471
chi	1.080011
chl	0.103856
chm	0.002733
chn	0.047373
cho	0.733369
chp	0.000456
chr	0.184481
chs	0.00911
cht	0.020953
chu	0.166716
chw	0.000911
chy	0.025053
châ	0.230487
chè	0.137108
ché	0.488305
chê	0.002733
chî	0.019131
chô	0.023231
chû	0.000911
cia	0.307013
cib	0.040085
cic	0.040085
cid	0.242331
cie	0.547977
cif	0.150318
cig	0.013665
cii	0.016854
cil	0.191314
cim	0.076525
cin	0.415424
cio	0.074248
cip	0.181748
ciq	0.007744
cir	0.25964
cis	0.415424
cit	0.378528
ciu	0.006377
civ	0.04464
ciâ	0.021864
ciè	0.042362
cié	0.067415
cka	0.00911
ckb	0.014121
cke	0.038263
ckf	0.001367
ckh	0.000456
cki	0.005466
ckl	0.000911
ckn	0.000911
cko	0.001822
ckp	0.001822
cks	0.00911
ckt	0.000911
ckâ	0.001822
ckè	0.000456
cké	0.002733
cla	0.803062
cle	0.202246
cli	0.3225
clo	0.290615
clu	0.127998
cly	0.001367
clâ	0.019131
clè	0.006377
clé	0.124354
clô	0.020498
clû	0.005466
cma	0.000911
cmi	0.000456
cmu	0.000456
cmè	0.000911
cmé	0.001367
cne	0.000456
cni	0.000456
cno	0.003189
cnè	0.000456
cné	0.001822
coa	0.088369
cob	0.016398
coc	0.166716
cod	0.119799
coe	0.05375
cof	0.050106
cog	0.087002
coh	0.034163
coi	0.106134
cok	0.003189
col	0.787119
com	1.647119
con	3.679143
coo	0.109322
cop	0.301091
coq	0.08017
cor	0.84178
cos	0.15214
cot	0.31749
cou	1.337373
cov	0.003189
cow	0.000456
cox	0.0041
coy	0.002278
coé	0.001822
coï	0.030519
coû	0.020953
cpo	0.000456
cqu	0.129364
cra	0.463708
cre	0.194047
cri	0.71196
cro	0.752045
cru	0.182203
cry	0.025053
crâ	0.039174
crè	0.036441
cré	0.417246
crê	0.041907
crû	0.014121
csi	0.000911
cso	0.000456
cta	0.261006
cte	0.343454
cth	0.001367
cti	0.943358
cto	0.166716
ctr	0.231398
cts	0.014121
ctu	0.381261
cty	0.034619
ctâ	0.038263
ctè	0.015943
cté	0.108867
cua	0.010932
cub	0.056028
cuc	0.001367
cud	0.000911
cue	0.092013
cuf	0.011388
cui	0.198146
cul	1.00713
cum	0.1034
cun	0.02232
cuo	0.003189
cup	0.127087
cur	0.275127
cus	0.110689
cut	0.215456
cuu	0.000456
cuv	0.057394
cuy	0.001822
cuâ	0.001367
cuè	0.000456
cué	0.005466
cya	0.020953
cyb	0.005922
cyc	0.067871
cyg	0.003189
cyl	0.025964
cym	0.0041
cyn	0.010932
cyo	0.001822
cyp	0.005011
cyr	0.002733
cys	0.007744
cyt	0.03553
cyx	0.000456
cza	0.000456
czi	0.000456
czé	0.003644
câb	0.027786
câl	0.020042
câp	0.003189
cèd	0.02232
cèl	0.037352
cèn	0.011843
cèp	0.008199
cèr	0.055572
cès	0.006833
cèt	0.007744
cèv	0.000456
céa	0.01321
céc	0.001367
céd	0.202701
cée	0.215456
cég	0.002733
céi	0.005011
cél	0.081536
cém	0.024142
cén	0.01822
céo	0.003189
cép	0.039174
cér	0.153506
cés	0.077892
cét	0.024597
cév	0.000911
cêt	0.000911
cîm	0.008655
cît	0.017309
côc	0.000456
côl	0.001367
côm	0.000456
côn	0.003189
côt	0.032341
côv	0.000911
cûm	0.001367
cût	0.002733
dab	0.025053
dac	0.054661
dad	0.005011
dae	0.000911
daf	0.000456
dag	0.068326
dah	0.0041
dai	0.561642
dal	0.13392
dam	0.129364
dan	0.423623
dap	0.04965
daq	0.000456
dar	0.127998
das	0.56893
dat	0.179015
dau	0.051928
dav	0.006377
dax	0.000456
day	0.001367
daz	0.000911
daï	0.006377
dba	0.001367
dbe	0.000911
dbu	0.000911
dch	0.003644
dda	0.000456
dde	0.000456
ddh	0.0041
ddi	0.034163
ddl	0.012754
ddo	0.000911
ddu	0.004555
ddy	0.000911
dea	0.021864
deb	0.005011
dec	0.005466
ded	0.001822
dee	0.000911
deg	0.001367
deh	0.003189
dei	0.000456
del	0.100667
dem	0.183114
den	0.405858
deo	0.000456
dep	0.001822
deq	0.001367
der	1.020795
des	0.906918
det	0.034619
deu	0.163072
dev	0.137564
dex	0.03143
dey	0.000911
dez	0.119799
dge	0.015487
dgi	0.003644
dgr	0.000911
dgé	0.040996
dha	0.003644
dhi	0.005466
dho	0.003644
dhp	0.000456
dhy	0.000456
dhè	0.001367
dhé	0.023686
dia	0.342998
dib	0.011388
dic	0.268295
did	0.01822
die	0.432278
dif	0.356208
dig	0.191314
dii	0.011843
dij	0.001822
dik	0.000911
dil	0.174004
dim	0.097479
din	0.242331
dio	0.303824
dip	0.064682
diq	0.163072
dir	0.328422
dis	1.51821
dit	0.445032
diu	0.019131
div	0.284237
dix	0.010932
diz	0.002278
diâ	0.014576
diè	0.030064
dié	0.048284
dja	0.006377
dje	0.01822
dji	0.005011
djo	0.02232
dju	0.048284
dka	0.000911
dla	0.007744
dle	0.006833
dli	0.000911
dlo	0.000456
dlâ	0.001367
dlè	0.000456
dlé	0.001822
dma	0.000911
dme	0.022775
dmi	0.096568
dmo	0.01321
dmî	0.002733
dna	0.021409
dne	0.000456
dno	0.000911
dné	0.001822
doa	0.000456
dob	0.002278
doc	0.076981
dod	0.032797
dof	0.000456
dog	0.026875
doi	0.065593
doj	0.000456
dok	0.001367
dol	0.112055
dom	0.186303
don	0.538867
dop	0.063316
doq	0.002733
dor	0.269206
dos	0.088369
dot	0.059672
dou	0.404036
dov	0.002278
dow	0.001822
dox	0.010021
doy	0.047373
doz	0.002278
doï	0.000911
dra	0.61357
dre	0.320678
dri	0.289704
dro	0.370784
dru	0.036441
dry	0.002733
drâ	0.013665
drè	0.007288
dré	0.030975
drî	0.002733
drô	0.005922
dsc	0.001367
dsh	0.000911
dsi	0.001367
dsm	0.000456
dso	0.014121
dsp	0.001822
dst	0.001367
dsu	0.000456
dua	0.036896
dub	0.003644
duc	0.119799
dud	0.000456
due	0.088369
duf	0.001822
dug	0.000911
dui	0.317945
dul	0.187214
dum	0.005466
dun	0.006377
duo	0.008199
dup	0.041907
duq	0.040996
dur	0.140297
dus	0.091102
dut	0.000911
duu	0.001822
duv	0.003644
duâ	0.001367
duè	0.001367
dué	0.003644
dve	0.015032
dvi	0.004555
dvî	0.000456
dwa	0.000456
dwe	0.000456
dwi	0.017765
dwo	0.001367
dya	0.001367
dyc	0.000456
dyl	0.008655
dym	0.0041
dyn	0.071515
dyp	0.001367
dys	0.025964
dyt	0.005011
dzi	0.000911
dzo	0.002733
dzê	0.001367
dâm	0.088369
dât	0.178559
dèc	0.000911
dèl	0.024142
dèm	0.0041
dèn	0.001367
dèr	0.107956
dès	0.001367
dèt	0.000456
déa	0.045095
déb	0.783475
déc	2.044323
déd	0.189036
dée	0.214089
déf	0.720159
dég	0.696017
déh	0.042818
déi	0.025053
déj	0.126176
dél	0.526112
dém	0.970689
dén	0.413146
déo	0.020953
dép	1.194344
déq	0.006377
dér	0.621314
dés	1.950033
dét	0.629968
dév	0.486939
déç	0.002733
dêv	0.011388
dîm	0.039174
dîn	0.020953
dît	0.075159
dôm	0.001367
dôt	0.000456
dûm	0.002278
dût	0.001822
eab	0.015943
eac	0.000456
ead	0.0041
eag	0.012299
eai	0.229121
eak	0.004555
eal	0.002278
eam	0.002278
ean	0.145307
ear	0.002733
eas	0.321134
eat	0.0041
eau	0.33161
eba	0.077436
ebd	0.002733
ebe	0.023231
ebi	0.020498
ebk	0.001367
ebl	0.002278
ebo	0.117066
ebr	0.038718
ebs	0.000456
ebu	0.030519
ebâ	0.029153
eca	0.059672
ecb	0.000456
ecc	0.010477
ecd	0.0041
ece	0.058305
ecf	0.000456
ech	0.148496
eci	0.00911
eck	0.007744
ecl	0.028242
ecn	0.000456
eco	0.580774
ecq	0.039174
ecr	0.148496
ecs	0.007744
ect	1.19981
ecu	0.069237
ecy	0.021864
ecz	0.003644
ecè	0.020498
ecé	0.007288
ecô	0.002733
eda	0.005922
edd	0.001822
ede	0.088824
edi	0.081081
edm	0.000456
edo	0.159884
edr	0.024597
eds	0.014121
edu	0.006833
edz	0.000456
edè	0.001367
edé	0.097023
edî	0.002733
edû	0.002278
eec	0.000456
eed	0.000911
eef	0.001367
eek	0.000911
eel	0.000911
een	0.0041
eep	0.003189
eer	0.001367
ees	0.001367
eet	0.000911
eez	0.000911
efa	0.03143
efe	0.048739
eff	0.38035
efi	0.044184
efl	0.033708
efo	0.086091
efr	0.025508
efs	0.008655
eft	0.000911
efu	0.04965
efî	0.002733
ega	0.08518
ege	0.014121
egg	0.002733
egh	0.000456
egi	0.039629
egm	0.03143
ego	0.03143
egr	0.067415
egs	0.001822
egu	0.000456
egè	0.00911
eha	0.012299
ehe	0.000456
ehl	0.000456
ehm	0.000456
ehn	0.000911
eho	0.003189
eic	0.002733
eid	0.003189
eig	0.36714
eik	0.002278
eil	0.49286
eim	0.001367
ein	0.372606
eir	0.003644
eis	0.005011
eit	0.001822
eiz	0.011843
eja	0.014576
eje	0.02232
ejo	0.04464
eke	0.000456
ekk	0.000456
eko	0.000456
eks	0.001367
ela	0.477829
elb	0.002278
elc	0.004555
eld	0.005922
ele	0.158517
elf	0.006377
elg	0.003189
elh	0.000456
eli	0.248252
elk	0.000456
ell	1.248549
elm	0.002733
elo	0.229121
elp	0.002278
elq	0.002733
els	0.121165
elt	0.01822
elu	0.078347
elv	0.008655
elw	0.000456
elz	0.001822
elâ	0.07607
elè	0.030975
elé	0.207256
elî	0.001367
elû	0.001367
ema	0.197691
emb	1.02535
eme	1.572416
emi	0.191314
eml	0.000911
emm	0.264195
emn	0.027786
emo	0.118432
emp	1.013051
emr	0.000456
ems	0.0041
emu	0.040085
emv	0.003189
emâ	0.003189
emè	0.005011
emé	0.049195
emê	0.019131
emî	0.002733
ena	0.389004
enc	1.365615
end	1.578793
ene	0.090646
enf	0.46553
eng	0.535678
enh	0.048739
eni	0.239142
enj	0.093379
enk	0.006377
enl	0.123898
enn	0.847246
eno	0.180381
enq	0.061494
enr	0.280138
ens	1.063157
ent	16.316775
enu	0.146218
env	0.336621
enz	0.012299
enâ	0.034163
enç	0.06286
enè	0.01822
ené	0.047373
enê	0.023231
enô	0.001367
eoi	0.076981
eol	0.015487
eom	0.001367
eon	0.158517
eor	0.000456
eos	0.000456
eot	0.015032
eoy	0.012754
epa	0.155784
epe	0.139841
eph	0.002278
epi	0.008655
epl	0.097023
epo	0.106134
epp	0.006833
epr	0.156695
eps	0.015943
ept	0.234587
epu	0.007288
epy	0.000456
epè	0.005466
epé	0.01822
epê	0.018676
epô	0.000911
equ	0.047828
era	10.094527
erb	0.237776
erc	0.602182
erd	0.179015
ere	1.729566
erf	0.142119
erg	0.353019
erh	0.000456
eri	3.67641
erj	0.02642
erk	0.001367
erl	0.162161
erm	0.700117
ern	0.629513
ero	3.40265
erp	0.240053
erq	0.022775
err	0.747945
ers	1.051769
ert	0.623591
eru	0.003189
erv	0.451409
erw	0.000911
ery	0.000911
erz	0.004555
erâ	0.001367
erç	0.107956
erè	0.000456
eré	0.005466
esa	0.067871
esb	0.045095
esc	0.46143
esd	0.002733
ese	0.009566
esg	0.000911
esi	0.026875
esk	0.001822
esl	0.001367
esm	0.002278
esn	0.000911
eso	0.030519
esp	0.230943
esq	0.141208
ess	1.615689
est	1.253104
esu	0.059672
esâ	0.002733
esç	0.007288
esè	0.000911
esé	0.00911
esû	0.001367
eta	0.362129
etc	0.003644
ete	0.19268
eth	0.009566
eti	0.204068
etl	0.000456
etm	0.001367
etn	0.004555
eto	0.202246
etr	0.209989
ets	0.146218
ett	1.39249
etu	0.006377
ety	0.000456
etz	0.005011
età	0.000911
etâ	0.061494
etè	0.021409
eté	0.145307
etî	0.002733
eub	0.072881
euc	0.020953
eud	0.020953
eue	0.017765
euf	0.015487
eug	0.051928
euh	0.001367
eui	0.139841
eul	0.169905
eum	0.014121
eun	0.046917
eup	0.074703
euq	0.000456
eur	2.254312
eus	1.422554
eut	0.175371
euv	0.135286
eux	0.340265
euz	0.000911
euâ	0.000911
euî	0.001367
eva	0.286515
eve	0.258729
evi	0.266473
evo	0.062405
evr	0.135286
evu	0.008655
evz	0.000911
evâ	0.018676
evè	0.007288
evé	0.054206
evê	0.032797
evî	0.008199
ewa	0.006833
ewe	0.00911
ewi	0.001367
ewo	0.000911
ewr	0.001367
ews	0.000456
ewt	0.001367
ewâ	0.001367
ewè	0.000456
ewé	0.005466
exa	0.2191
exc	0.286059
exe	0.097934
exf	0.01321
exh	0.099756
exi	0.169449
exo	0.071515
exp	0.520646
exq	0.002278
exs	0.015032
ext	0.371695
exu	0.05785
exy	0.000456
exâ	0.006833
exè	0.005011
exé	0.067415
eya	0.029608
eyb	0.000456
eye	0.020042
eyf	0.003644
eyi	0.005011
eyl	0.002733
eyn	0.001367
eyo	0.003189
eyr	0.000456
eys	0.0041
eyâ	0.0041
eyè	0.001367
eyé	0.001367
eza	0.002278
eze	0.000911
ezi	0.000911
ezz	0.004555
eâm	0.053295
eât	0.108411
eça	0.007288
eço	0.012754
eçu	0.008199
eçâ	0.001367
eçû	0.001367
eît	0.000456
eïj	0.000456
eït	0.000456
eôl	0.002733
eûm	0.000456
eûn	0.01822
eût	0.000911
fab	0.079714
fac	0.194502
fad	0.032797
fae	0.000456
faf	0.000911
fag	0.023686
fai	0.365773
fak	0.001367
fal	0.089735
fam	0.088824
fan	0.22411
fao	0.000911
faq	0.000456
far	0.225477
fas	0.150773
fat	0.098845
fau	0.189036
fav	0.052839
fay	0.001822
faz	0.000456
faç	0.048739
faî	0.007288
faï	0.005466
fch	0.000456
fea	0.002733
fec	0.216822
fed	0.000456
fei	0.040085
fel	0.009566
fem	0.009566
fen	0.179015
fer	0.52429
fes	0.216822
fet	0.018676
feu	0.204979
fex	0.000456
fez	0.014121
ffa	0.38946
ffe	0.421345
ffi	0.390826
ffl	0.266928
ffo	0.240964
ffr	0.343909
ffs	0.0041
fft	0.000456
ffu	0.102034
ffâ	0.023231
ffè	0.017309
ffé	0.166261
ffî	0.002733
ffû	0.011388
fgh	0.003644
fhy	0.000456
fhé	0.000456
fia	0.55481
fib	0.024597
fic	0.387638
fid	0.047828
fie	0.61767
fif	0.005466
fig	0.134375
fii	0.074248
fil	0.480562
fim	0.000911
fin	0.308379
fio	0.071515
fiq	0.041451
fir	0.112055
fis	0.139841
fit	0.06696
fix	0.084269
fiâ	0.104767
fiè	0.041907
fié	0.198602
fje	0.000456
fjo	0.000911
fka	0.001822
fla	0.387638
fle	0.436377
fli	0.112966
flo	0.182203
flu	0.189036
flâ	0.046006
flè	0.014576
flé	0.199057
flû	0.00911
fni	0.000456
foc	0.031886
foe	0.003189
fof	0.000911
fog	0.000911
foi	0.04965
fol	0.149862
fom	0.020498
fon	0.486483
foo	0.0041
foq	0.020042
for	0.764344
fos	0.013665
fou	0.646367
fov	0.000911
fox	0.002278
foy	0.001822
fra	0.634979
fre	0.214089
fri	0.409502
fro	0.312934
fru	0.093835
frâ	0.016398
frè	0.016854
fré	0.158973
frê	0.002278
frî	0.003189
frô	0.020042
fse	0.001822
fsh	0.000911
fst	0.000456
fta	0.001822
fte	0.002733
fti	0.001822
fto	0.000456
fts	0.001367
ftw	0.000456
fty	0.001367
fub	0.01321
fuc	0.005011
fue	0.002733
fug	0.1034
fui	0.041451
ful	0.033708
fum	0.117066
fun	0.01822
